rank,pokemon_name,type,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon,details_link,last_updated_at_UTC
795,Pheromosa,"Bug,Fighting",570,71,137,37,137,37,151,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,https://pokemondb.net/pokedex/pheromosa,05-Dec-2021 05:46:36
796,Xurkitree,Electric,570,83,89,71,173,71,83,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,https://pokemondb.net/pokedex/xurkitree,05-Dec-2021 05:46:36
797,Celesteela,"Steel,Flying",570,97,101,103,107,101,61,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,https://pokemondb.net/pokedex/celesteela,05-Dec-2021 05:46:36
798,Kartana,"Grass,Steel",570,59,181,131,59,31,109,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,https://pokemondb.net/pokedex/kartana,05-Dec-2021 05:46:36
799,Guzzlord,"Dark,Dragon",570,223,101,53,97,53,43,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,https://pokemondb.net/pokedex/guzzlord,05-Dec-2021 05:46:36
800,Necrozma,Psychic,600,97,107,101,127,89,79,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,https://pokemondb.net/pokedex/necrozma,05-Dec-2021 05:46:36
800,Necrozma-Dusk Mane Necrozma,"Psychic,Steel",680,97,157,127,113,109,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,https://pokemondb.net/pokedex/necrozma,05-Dec-2021 05:46:36
800,Necrozma-Dawn Wings Necrozma,"Psychic,Ghost",680,97,113,109,157,127,77,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,https://pokemondb.net/pokedex/necrozma,05-Dec-2021 05:46:36
800,Necrozma-Ultra Necrozma,"Psychic,Dragon",754,97,167,97,167,97,129,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,https://pokemondb.net/pokedex/necrozma,05-Dec-2021 05:46:36
801,Magearna,"Steel,Fairy",600,80,95,115,130,115,65,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,https://pokemondb.net/pokedex/magearna,05-Dec-2021 05:46:36
802,Marshadow,"Fighting,Ghost",600,90,125,80,90,90,125,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,https://pokemondb.net/pokedex/marshadow,05-Dec-2021 05:46:36
803,Poipole,Poison,420,67,73,67,73,67,73,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,https://pokemondb.net/pokedex/poipole,05-Dec-2021 05:46:36
804,Naganadel,"Poison,Dragon",540,73,73,73,127,73,121,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,https://pokemondb.net/pokedex/naganadel,05-Dec-2021 05:46:36
805,Stakataka,"Rock,Steel",570,61,131,211,53,101,13,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,https://pokemondb.net/pokedex/stakataka,05-Dec-2021 05:46:36
806,Blacephalon,"Fire,Ghost",570,53,127,53,151,79,107,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,https://pokemondb.net/pokedex/blacephalon,05-Dec-2021 05:46:36
807,Zeraora,Electric,600,88,112,75,102,80,143,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,https://pokemondb.net/pokedex/zeraora,05-Dec-2021 05:46:36
808,Meltan,Steel,300,46,65,65,55,35,34,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,https://pokemondb.net/pokedex/meltan,05-Dec-2021 05:46:36
809,Melmetal,Steel,600,135,143,143,80,65,34,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,https://pokemondb.net/pokedex/melmetal,05-Dec-2021 05:46:36
810,Grookey,Grass,310,50,65,50,40,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,https://pokemondb.net/pokedex/grookey,05-Dec-2021 05:46:36
811,Thwackey,Grass,420,70,85,70,55,60,80,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,https://pokemondb.net/pokedex/thwackey,05-Dec-2021 05:46:36
812,Rillaboom,Grass,530,100,125,90,60,70,85,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,https://pokemondb.net/pokedex/rillaboom,05-Dec-2021 05:46:36
813,Scorbunny,Fire,310,50,71,40,40,40,69,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,https://pokemondb.net/pokedex/scorbunny,05-Dec-2021 05:46:36
814,Raboot,Fire,420,65,86,60,55,60,94,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,https://pokemondb.net/pokedex/raboot,05-Dec-2021 05:46:36
815,Cinderace,Fire,530,80,116,75,65,75,119,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,https://pokemondb.net/pokedex/cinderace,05-Dec-2021 05:46:36
816,Sobble,Water,310,50,40,40,70,40,70,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,https://pokemondb.net/pokedex/sobble,05-Dec-2021 05:46:36
817,Drizzile,Water,420,65,60,55,95,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,https://pokemondb.net/pokedex/drizzile,05-Dec-2021 05:46:36
818,Inteleon,Water,530,70,85,65,125,65,120,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,https://pokemondb.net/pokedex/inteleon,05-Dec-2021 05:46:36
819,Skwovet,Normal,275,70,55,55,35,35,25,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,https://pokemondb.net/pokedex/skwovet,05-Dec-2021 05:46:36
820,Greedent,Normal,460,120,95,95,55,75,20,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,https://pokemondb.net/pokedex/greedent,05-Dec-2021 05:46:36
821,Rookidee,Flying,245,38,47,35,33,35,57,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,https://pokemondb.net/pokedex/rookidee,05-Dec-2021 05:46:36
822,Corvisquire,Flying,365,68,67,55,43,55,77,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,https://pokemondb.net/pokedex/corvisquire,05-Dec-2021 05:46:36
823,Corviknight,"Flying,Steel",495,98,87,105,53,85,67,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,https://pokemondb.net/pokedex/corviknight,05-Dec-2021 05:46:36
824,Blipbug,Bug,180,25,20,20,25,45,45,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,https://pokemondb.net/pokedex/blipbug,05-Dec-2021 05:46:36
825,Dottler,"Bug,Psychic",335,50,35,80,50,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,https://pokemondb.net/pokedex/dottler,05-Dec-2021 05:46:36
826,Orbeetle,"Bug,Psychic",505,60,45,110,80,120,90,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,https://pokemondb.net/pokedex/orbeetle,05-Dec-2021 05:46:36
827,Nickit,Dark,245,40,28,28,47,52,50,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,https://pokemondb.net/pokedex/nickit,05-Dec-2021 05:46:36
828,Thievul,Dark,455,70,58,58,87,92,90,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,https://pokemondb.net/pokedex/thievul,05-Dec-2021 05:46:36
829,Gossifleur,Grass,250,40,40,60,40,60,10,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,https://pokemondb.net/pokedex/gossifleur,05-Dec-2021 05:46:36
830,Eldegoss,Grass,460,60,50,90,80,120,60,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,https://pokemondb.net/pokedex/eldegoss,05-Dec-2021 05:46:36
831,Wooloo,Normal,270,42,40,55,40,45,48,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,https://pokemondb.net/pokedex/wooloo,05-Dec-2021 05:46:36
832,Dubwool,Normal,490,72,80,100,60,90,88,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,https://pokemondb.net/pokedex/dubwool,05-Dec-2021 05:46:36
833,Chewtle,Water,284,50,64,50,38,38,44,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,https://pokemondb.net/pokedex/chewtle,05-Dec-2021 05:46:36
834,Drednaw,"Water,Rock",485,90,115,90,48,68,74,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,https://pokemondb.net/pokedex/drednaw,05-Dec-2021 05:46:36
835,Yamper,Electric,270,59,45,50,40,50,26,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png,https://pokemondb.net/pokedex/yamper,05-Dec-2021 05:46:36
836,Boltund,Electric,490,69,90,60,90,60,121,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png,https://pokemondb.net/pokedex/boltund,05-Dec-2021 05:46:36
837,Rolycoly,Rock,240,30,40,50,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png,https://pokemondb.net/pokedex/rolycoly,05-Dec-2021 05:46:36
838,Carkol,"Rock,Fire",410,80,60,90,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png,https://pokemondb.net/pokedex/carkol,05-Dec-2021 05:46:36
839,Coalossal,"Rock,Fire",510,110,80,120,80,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,https://pokemondb.net/pokedex/coalossal,05-Dec-2021 05:46:36
840,Applin,"Grass,Dragon",260,40,40,80,40,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png,https://pokemondb.net/pokedex/applin,05-Dec-2021 05:46:36
841,Flapple,"Grass,Dragon",485,70,110,80,95,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,https://pokemondb.net/pokedex/flapple,05-Dec-2021 05:46:36
842,Appletun,"Grass,Dragon",485,110,85,80,100,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png,https://pokemondb.net/pokedex/appletun,05-Dec-2021 05:46:36
843,Silicobra,Ground,315,52,57,75,35,50,46,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png,https://pokemondb.net/pokedex/silicobra,05-Dec-2021 05:46:36
844,Sandaconda,Ground,510,72,107,125,65,70,71,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,https://pokemondb.net/pokedex/sandaconda,05-Dec-2021 05:46:36
845,Cramorant,"Flying,Water",475,70,85,55,85,95,85,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png,https://pokemondb.net/pokedex/cramorant,05-Dec-2021 05:46:36
846,Arrokuda,Water,280,41,63,40,40,30,66,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png,https://pokemondb.net/pokedex/arrokuda,05-Dec-2021 05:46:36
847,Barraskewda,Water,490,61,123,60,60,50,136,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,https://pokemondb.net/pokedex/barraskewda,05-Dec-2021 05:46:36
848,Toxel,"Electric,Poison",242,40,38,35,54,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png,https://pokemondb.net/pokedex/toxel,05-Dec-2021 05:46:36
849,Toxtricity-Low Key Form,"Electric,Poison",502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png,https://pokemondb.net/pokedex/toxtricity,05-Dec-2021 05:46:36
849,Toxtricity-Amped Form,"Electric,Poison",502,75,98,70,114,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png,https://pokemondb.net/pokedex/toxtricity,05-Dec-2021 05:46:36
850,Sizzlipede,"Fire,Bug",305,50,65,45,50,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png,https://pokemondb.net/pokedex/sizzlipede,05-Dec-2021 05:46:36
851,Centiskorch,"Fire,Bug",525,100,115,65,90,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png,https://pokemondb.net/pokedex/centiskorch,05-Dec-2021 05:46:36
852,Clobbopus,Fighting,310,50,68,60,50,50,32,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png,https://pokemondb.net/pokedex/clobbopus,05-Dec-2021 05:46:36
853,Grapploct,Fighting,480,80,118,90,70,80,42,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,https://pokemondb.net/pokedex/grapploct,05-Dec-2021 05:46:36
854,Sinistea,Ghost,308,40,45,45,74,54,50,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png,https://pokemondb.net/pokedex/sinistea,05-Dec-2021 05:46:36
855,Polteageist,Ghost,508,60,65,65,134,114,70,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,https://pokemondb.net/pokedex/polteageist,05-Dec-2021 05:46:36
856,Hatenna,Psychic,265,42,30,45,56,53,39,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png,https://pokemondb.net/pokedex/hatenna,05-Dec-2021 05:46:36
857,Hattrem,Psychic,370,57,40,65,86,73,49,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png,https://pokemondb.net/pokedex/hattrem,05-Dec-2021 05:46:36
858,Hatterene,"Psychic,Fairy",510,57,90,95,136,103,29,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png,https://pokemondb.net/pokedex/hatterene,05-Dec-2021 05:46:36
859,Impidimp,"Dark,Fairy",265,45,45,30,55,40,50,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png,https://pokemondb.net/pokedex/impidimp,05-Dec-2021 05:46:36
860,Morgrem,"Dark,Fairy",370,65,60,45,75,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png,https://pokemondb.net/pokedex/morgrem,05-Dec-2021 05:46:36
861,Grimmsnarl,"Dark,Fairy",510,95,120,65,95,75,60,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,https://pokemondb.net/pokedex/grimmsnarl,05-Dec-2021 05:46:36
862,Obstagoon,"Dark,Normal",520,93,90,101,60,81,95,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png,https://pokemondb.net/pokedex/obstagoon,05-Dec-2021 05:46:36
863,Perrserker,Steel,440,70,110,100,50,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,https://pokemondb.net/pokedex/perrserker,05-Dec-2021 05:46:36
864,Cursola,Ghost,510,60,95,50,145,130,30,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png,https://pokemondb.net/pokedex/cursola,05-Dec-2021 05:46:36
865,Sirfetch'd,Fighting,507,62,135,95,68,82,65,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png,https://pokemondb.net/pokedex/sirfetchd,05-Dec-2021 05:46:36
866,Mr. Rime,"Ice,Psychic",520,80,85,75,110,100,70,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png,https://pokemondb.net/pokedex/mr-rime,05-Dec-2021 05:46:36
867,Runerigus,"Ground,Ghost",483,58,95,145,50,105,30,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png,https://pokemondb.net/pokedex/runerigus,05-Dec-2021 05:46:36
868,Milcery,Fairy,270,45,40,40,50,61,34,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png,https://pokemondb.net/pokedex/milcery,05-Dec-2021 05:46:36
869,Alcremie,Fairy,495,65,60,75,110,121,64,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png,https://pokemondb.net/pokedex/alcremie,05-Dec-2021 05:46:36
870,Falinks,Fighting,470,65,100,100,70,60,75,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png,https://pokemondb.net/pokedex/falinks,05-Dec-2021 05:46:36
871,Pincurchin,Electric,435,48,101,95,91,85,15,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png,https://pokemondb.net/pokedex/pincurchin,05-Dec-2021 05:46:36
872,Snom,"Ice,Bug",185,30,25,35,45,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png,https://pokemondb.net/pokedex/snom,05-Dec-2021 05:46:36
873,Frosmoth,"Ice,Bug",475,70,65,60,125,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png,https://pokemondb.net/pokedex/frosmoth,05-Dec-2021 05:46:36
874,Stonjourner,Rock,470,100,125,135,20,20,70,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png,https://pokemondb.net/pokedex/stonjourner,05-Dec-2021 05:46:36
875,Eiscue-Ice Face,Ice,470,75,80,110,65,90,50,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png,https://pokemondb.net/pokedex/eiscue,05-Dec-2021 05:46:36
875,Eiscue-Noice Face,Ice,470,75,80,70,65,50,130,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png,https://pokemondb.net/pokedex/eiscue,05-Dec-2021 05:46:36
876,Indeedee-Male,"Psychic,Normal",475,60,65,55,105,95,95,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png,https://pokemondb.net/pokedex/indeedee,05-Dec-2021 05:46:36
876,Indeedee-Female,"Psychic,Normal",475,70,55,65,95,105,85,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png,https://pokemondb.net/pokedex/indeedee,05-Dec-2021 05:46:36
877,Morpeko-Full Belly Mode,"Electric,Dark",436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png,https://pokemondb.net/pokedex/morpeko,05-Dec-2021 05:46:36
877,Morpeko-Hangry Mode,"Electric,Dark",436,58,95,58,70,58,97,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png,https://pokemondb.net/pokedex/morpeko,05-Dec-2021 05:46:36
878,Cufant,Steel,330,72,80,49,40,49,40,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png,https://pokemondb.net/pokedex/cufant,05-Dec-2021 05:46:36
879,Copperajah,Steel,500,122,130,69,80,69,30,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png,https://pokemondb.net/pokedex/copperajah,05-Dec-2021 05:46:36
880,Dracozolt,"Electric,Dragon",505,90,100,90,80,70,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png,https://pokemondb.net/pokedex/dracozolt,05-Dec-2021 05:46:36
881,Arctozolt,"Electric,Ice",505,90,100,90,90,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png,https://pokemondb.net/pokedex/arctozolt,05-Dec-2021 05:46:36
882,Dracovish,"Water,Dragon",505,90,90,100,70,80,75,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png,https://pokemondb.net/pokedex/dracovish,05-Dec-2021 05:46:36
883,Arctovish,"Water,Ice",505,90,90,100,80,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png,https://pokemondb.net/pokedex/arctovish,05-Dec-2021 05:46:36
884,Duraludon,"Steel,Dragon",535,70,95,115,120,50,85,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png,https://pokemondb.net/pokedex/duraludon,05-Dec-2021 05:46:36
885,Dreepy,"Dragon,Ghost",270,28,60,30,40,30,82,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png,https://pokemondb.net/pokedex/dreepy,05-Dec-2021 05:46:36
886,Drakloak,"Dragon,Ghost",410,68,80,50,60,50,102,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png,https://pokemondb.net/pokedex/drakloak,05-Dec-2021 05:46:36
887,Dragapult,"Dragon,Ghost",600,88,120,75,100,75,142,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,https://pokemondb.net/pokedex/dragapult,05-Dec-2021 05:46:36
888,Zacian-Crowned Sword,"Fairy,Steel",720,92,170,115,80,115,148,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png,https://pokemondb.net/pokedex/zacian,05-Dec-2021 05:46:36
888,Zacian-Hero of Many Battles,Fairy,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png,https://pokemondb.net/pokedex/zacian,05-Dec-2021 05:46:36
889,Zamazenta-Crowned Shield,"Fighting,Steel",720,92,130,145,80,145,128,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png,https://pokemondb.net/pokedex/zamazenta,05-Dec-2021 05:46:36
889,Zamazenta-Hero of Many Battles,Fighting,670,92,130,115,80,115,138,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png,https://pokemondb.net/pokedex/zamazenta,05-Dec-2021 05:46:36
890,Eternatus,"Poison,Dragon",690,140,85,95,145,95,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png,https://pokemondb.net/pokedex/eternatus,05-Dec-2021 05:46:36
890,Eternatus-Eternamax,"Poison,Dragon",1125,255,115,250,125,250,130,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png,https://pokemondb.net/pokedex/eternatus,05-Dec-2021 05:46:36
891,Kubfu,Fighting,385,60,90,60,53,50,72,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png,https://pokemondb.net/pokedex/kubfu,05-Dec-2021 05:46:36
892,Urshifu-Single Strike Style,"Fighting,Dark",550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png,https://pokemondb.net/pokedex/urshifu,05-Dec-2021 05:46:36
892,Urshifu-Rapid Strike Style,"Fighting,Water",550,100,130,100,63,60,97,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-rapid-strike.png,https://pokemondb.net/pokedex/urshifu,05-Dec-2021 05:46:36
893,Zarude,"Dark,Grass",600,105,120,105,70,95,105,https://img.pokemondb.net/sprites/sword-shield/icon/zarude.png,https://pokemondb.net/pokedex/zarude,05-Dec-2021 05:46:36
894,Regieleki,Electric,580,80,100,50,100,50,200,https://img.pokemondb.net/sprites/sword-shield/icon/regieleki.png,https://pokemondb.net/pokedex/regieleki,05-Dec-2021 05:46:36
895,Regidrago,Dragon,580,200,100,50,100,50,80,https://img.pokemondb.net/sprites/sword-shield/icon/regidrago.png,https://pokemondb.net/pokedex/regidrago,05-Dec-2021 05:46:36
896,Glastrier,Ice,580,100,145,130,65,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/glastrier.png,https://pokemondb.net/pokedex/glastrier,05-Dec-2021 05:46:36
897,Spectrier,Ghost,580,100,65,60,145,80,130,https://img.pokemondb.net/sprites/sword-shield/icon/spectrier.png,https://pokemondb.net/pokedex/spectrier,05-Dec-2021 05:46:36
898,Calyrex,"Psychic,Grass",500,100,80,80,80,80,80,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex.png,https://pokemondb.net/pokedex/calyrex,05-Dec-2021 05:46:36
898,Calyrex-Ice Rider,"Psychic,Ice",680,100,165,150,85,130,50,https://img.pokemondb.net/sprites/sword-shield/icon/calyrex-ice-rider.png,https://pokemondb.net/pokedex/calyrex,05-Dec-2021 05:46:36
