rank,name,types,total_power,hit_points,attack,defense,special_attack,special_defense,speed,icon_url,details_url,scrape_ts
0902,Male,"Water, Ghost",530,120,112,65,80,75,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png,https://pokemondb.net/pokedex/basculegion,2024-02-24 15:05:22
0902,Female,"Water, Ghost",530,120,92,65,100,75,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-female.png,https://pokemondb.net/pokedex/basculegion,2024-02-24 15:05:22
0903,Sneasler,"Fighting, Poison",510,80,130,60,40,80,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png,https://pokemondb.net/pokedex/sneasler,2024-02-24 15:05:22
0904,Overqwil,"Dark, Poison",510,85,115,95,65,65,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png,https://pokemondb.net/pokedex/overqwil,2024-02-24 15:05:22
0905,Incarnate Forme,"Fairy, Flying",580,74,115,70,135,80,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate.png,https://pokemondb.net/pokedex/enamorus,2024-02-24 15:05:22
0905,Therian Forme,"Fairy, Flying",580,74,115,110,135,100,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-therian.png,https://pokemondb.net/pokedex/enamorus,2024-02-24 15:05:22
0906,Sprigatito,Grass,310,40,61,54,45,45,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png,https://pokemondb.net/pokedex/sprigatito,2024-02-24 15:05:22
0907,Floragato,Grass,410,61,80,63,60,63,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png,https://pokemondb.net/pokedex/floragato,2024-02-24 15:05:22
0908,Meowscarada,"Grass, Dark",530,76,110,70,81,70,123,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png,https://pokemondb.net/pokedex/meowscarada,2024-02-24 15:05:22
0909,Fuecoco,Fire,310,67,45,59,63,40,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png,https://pokemondb.net/pokedex/fuecoco,2024-02-24 15:05:22
0910,Crocalor,Fire,411,81,55,78,90,58,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png,https://pokemondb.net/pokedex/crocalor,2024-02-24 15:05:22
0911,Skeledirge,"Fire, Ghost",530,104,75,100,110,75,66,https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png,https://pokemondb.net/pokedex/skeledirge,2024-02-24 15:05:22
0912,Quaxly,Water,310,55,65,45,50,45,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png,https://pokemondb.net/pokedex/quaxly,2024-02-24 15:05:22
0913,Quaxwell,Water,410,70,85,65,65,60,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png,https://pokemondb.net/pokedex/quaxwell,2024-02-24 15:05:22
0914,Quaquaval,"Water, Fighting",530,85,120,80,85,75,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png,https://pokemondb.net/pokedex/quaquaval,2024-02-24 15:05:22
0915,Lechonk,Normal,254,54,45,40,35,45,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png,https://pokemondb.net/pokedex/lechonk,2024-02-24 15:05:22
0916,Male,Normal,489,110,100,75,59,80,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png,https://pokemondb.net/pokedex/oinkologne,2024-02-24 15:05:22
0916,Female,Normal,489,115,90,70,59,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-female.png,https://pokemondb.net/pokedex/oinkologne,2024-02-24 15:05:22
0917,Tarountula,Bug,210,35,41,45,29,40,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png,https://pokemondb.net/pokedex/tarountula,2024-02-24 15:05:22
0918,Spidops,Bug,404,60,79,92,52,86,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png,https://pokemondb.net/pokedex/spidops,2024-02-24 15:05:22
0919,Nymble,Bug,210,33,46,40,21,25,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png,https://pokemondb.net/pokedex/nymble,2024-02-24 15:05:22
0920,Lokix,"Bug, Dark",450,71,102,78,52,55,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png,https://pokemondb.net/pokedex/lokix,2024-02-24 15:05:22
0921,Pawmi,Electric,240,45,50,20,40,25,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png,https://pokemondb.net/pokedex/pawmi,2024-02-24 15:05:22
0922,Pawmo,"Electric, Fighting",350,60,75,40,50,40,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png,https://pokemondb.net/pokedex/pawmo,2024-02-24 15:05:22
0923,Pawmot,"Electric, Fighting",490,70,115,70,70,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png,https://pokemondb.net/pokedex/pawmot,2024-02-24 15:05:22
0924,Tandemaus,Normal,305,50,50,45,40,45,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png,https://pokemondb.net/pokedex/tandemaus,2024-02-24 15:05:22
0925,Family of Four,Normal,470,74,75,70,65,75,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family4.png,https://pokemondb.net/pokedex/maushold,2024-02-24 15:05:22
0925,Family of Three,Normal,470,74,75,70,65,75,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family3.png,https://pokemondb.net/pokedex/maushold,2024-02-24 15:05:22
0926,Fidough,Fairy,312,37,55,70,30,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png,https://pokemondb.net/pokedex/fidough,2024-02-24 15:05:22
0927,Dachsbun,Fairy,477,57,80,115,50,80,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png,https://pokemondb.net/pokedex/dachsbun,2024-02-24 15:05:22
0928,Smoliv,"Grass, Normal",260,41,35,45,58,51,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png,https://pokemondb.net/pokedex/smoliv,2024-02-24 15:05:22
0929,Dolliv,"Grass, Normal",354,52,53,60,78,78,33,https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png,https://pokemondb.net/pokedex/dolliv,2024-02-24 15:05:22
0930,Arboliva,"Grass, Normal",510,78,69,90,125,109,39,https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png,https://pokemondb.net/pokedex/arboliva,2024-02-24 15:05:22
0931,Green Plumage,"Normal, Flying",417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green.png,https://pokemondb.net/pokedex/squawkabilly,2024-02-24 15:05:22
0931,Blue Plumage,"Normal, Flying",417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue.png,https://pokemondb.net/pokedex/squawkabilly,2024-02-24 15:05:22
0931,Yellow Plumage,"Normal, Flying",417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow.png,https://pokemondb.net/pokedex/squawkabilly,2024-02-24 15:05:22
0931,White Plumage,"Normal, Flying",417,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white.png,https://pokemondb.net/pokedex/squawkabilly,2024-02-24 15:05:22
0932,Nacli,Rock,280,55,55,75,35,35,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png,https://pokemondb.net/pokedex/nacli,2024-02-24 15:05:22
0933,Naclstack,Rock,355,60,60,100,35,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png,https://pokemondb.net/pokedex/naclstack,2024-02-24 15:05:22
0934,Garganacl,Rock,500,100,100,130,45,90,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png,https://pokemondb.net/pokedex/garganacl,2024-02-24 15:05:22
0935,Charcadet,Fire,255,40,50,40,50,40,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png,https://pokemondb.net/pokedex/charcadet,2024-02-24 15:05:22
0936,Armarouge,"Fire, Psychic",525,85,60,100,125,80,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png,https://pokemondb.net/pokedex/armarouge,2024-02-24 15:05:22
0937,Ceruledge,"Fire, Ghost",525,75,125,80,60,100,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png,https://pokemondb.net/pokedex/ceruledge,2024-02-24 15:05:22
0938,Tadbulb,Electric,272,61,31,41,59,35,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png,https://pokemondb.net/pokedex/tadbulb,2024-02-24 15:05:22
0939,Bellibolt,Electric,495,109,64,91,103,83,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png,https://pokemondb.net/pokedex/bellibolt,2024-02-24 15:05:22
0940,Wattrel,"Electric, Flying",280,40,40,35,55,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png,https://pokemondb.net/pokedex/wattrel,2024-02-24 15:05:22
0941,Kilowattrel,"Electric, Flying",490,70,70,60,105,60,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png,https://pokemondb.net/pokedex/kilowattrel,2024-02-24 15:05:22
0942,Maschiff,Dark,340,60,78,60,40,51,51,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png,https://pokemondb.net/pokedex/maschiff,2024-02-24 15:05:22
0943,Mabosstiff,Dark,505,80,120,90,60,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png,https://pokemondb.net/pokedex/mabosstiff,2024-02-24 15:05:22
0944,Shroodle,"Poison, Normal",290,40,65,35,40,35,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png,https://pokemondb.net/pokedex/shroodle,2024-02-24 15:05:22
0945,Grafaiai,"Poison, Normal",485,63,95,65,80,72,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png,https://pokemondb.net/pokedex/grafaiai,2024-02-24 15:05:22
0946,Bramblin,"Grass, Ghost",275,40,65,30,45,35,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png,https://pokemondb.net/pokedex/bramblin,2024-02-24 15:05:22
0947,Brambleghast,"Grass, Ghost",480,55,115,70,80,70,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png,https://pokemondb.net/pokedex/brambleghast,2024-02-24 15:05:22
0948,Toedscool,"Ground, Grass",335,40,40,35,50,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png,https://pokemondb.net/pokedex/toedscool,2024-02-24 15:05:22
0949,Toedscruel,"Ground, Grass",515,80,70,65,80,120,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png,https://pokemondb.net/pokedex/toedscruel,2024-02-24 15:05:22
0950,Klawf,Rock,450,70,100,115,35,55,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png,https://pokemondb.net/pokedex/klawf,2024-02-24 15:05:22
0951,Capsakid,Grass,304,50,62,40,62,40,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png,https://pokemondb.net/pokedex/capsakid,2024-02-24 15:05:22
0952,Scovillain,"Grass, Fire",486,65,108,65,108,65,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png,https://pokemondb.net/pokedex/scovillain,2024-02-24 15:05:22
0953,Rellor,Bug,270,41,50,60,31,58,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png,https://pokemondb.net/pokedex/rellor,2024-02-24 15:05:22
0954,Rabsca,"Bug, Psychic",470,75,50,85,115,100,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png,https://pokemondb.net/pokedex/rabsca,2024-02-24 15:05:22
0955,Flittle,Psychic,255,30,35,30,55,30,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png,https://pokemondb.net/pokedex/flittle,2024-02-24 15:05:22
0956,Espathra,Psychic,481,95,60,60,101,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png,https://pokemondb.net/pokedex/espathra,2024-02-24 15:05:22
0957,Tinkatink,"Fairy, Steel",297,50,45,45,35,64,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png,https://pokemondb.net/pokedex/tinkatink,2024-02-24 15:05:22
0958,Tinkatuff,"Fairy, Steel",380,65,55,55,45,82,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png,https://pokemondb.net/pokedex/tinkatuff,2024-02-24 15:05:22
0959,Tinkaton,"Fairy, Steel",506,85,75,77,70,105,94,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png,https://pokemondb.net/pokedex/tinkaton,2024-02-24 15:05:22
0960,Wiglett,Water,245,10,55,25,35,25,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png,https://pokemondb.net/pokedex/wiglett,2024-02-24 15:05:22
0961,Wugtrio,Water,425,35,100,50,50,70,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png,https://pokemondb.net/pokedex/wugtrio,2024-02-24 15:05:22
0962,Bombirdier,"Flying, Dark",485,70,103,85,60,85,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png,https://pokemondb.net/pokedex/bombirdier,2024-02-24 15:05:22
0963,Finizen,Water,315,70,45,40,45,40,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png,https://pokemondb.net/pokedex/finizen,2024-02-24 15:05:22
0964,Zero Form,Water,457,100,70,72,53,62,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png,https://pokemondb.net/pokedex/palafin,2024-02-24 15:05:22
0964,Hero Form,Water,650,100,160,97,106,87,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero.png,https://pokemondb.net/pokedex/palafin,2024-02-24 15:05:22
0965,Varoom,"Steel, Poison",300,45,70,63,30,45,47,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png,https://pokemondb.net/pokedex/varoom,2024-02-24 15:05:22
0966,Revavroom,"Steel, Poison",500,80,119,90,54,67,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png,https://pokemondb.net/pokedex/revavroom,2024-02-24 15:05:22
0967,Cyclizar,"Dragon, Normal",501,70,95,65,85,65,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png,https://pokemondb.net/pokedex/cyclizar,2024-02-24 15:05:22
0968,Orthworm,Steel,480,70,85,145,60,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png,https://pokemondb.net/pokedex/orthworm,2024-02-24 15:05:22
0969,Glimmet,"Rock, Poison",350,48,35,42,105,60,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png,https://pokemondb.net/pokedex/glimmet,2024-02-24 15:05:22
0970,Glimmora,"Rock, Poison",525,83,55,90,130,81,86,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png,https://pokemondb.net/pokedex/glimmora,2024-02-24 15:05:22
0971,Greavard,Ghost,290,50,61,60,30,55,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png,https://pokemondb.net/pokedex/greavard,2024-02-24 15:05:22
0972,Houndstone,Ghost,488,72,101,100,50,97,68,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png,https://pokemondb.net/pokedex/houndstone,2024-02-24 15:05:22
0973,Flamigo,"Flying, Fighting",500,82,115,74,75,64,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png,https://pokemondb.net/pokedex/flamigo,2024-02-24 15:05:22
0974,Cetoddle,Ice,334,108,68,45,30,40,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png,https://pokemondb.net/pokedex/cetoddle,2024-02-24 15:05:22
0975,Cetitan,Ice,521,170,113,65,45,55,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png,https://pokemondb.net/pokedex/cetitan,2024-02-24 15:05:22
0976,Veluza,"Water, Psychic",478,90,102,73,78,65,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png,https://pokemondb.net/pokedex/veluza,2024-02-24 15:05:22
0977,Dondozo,Water,530,150,100,115,65,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png,https://pokemondb.net/pokedex/dondozo,2024-02-24 15:05:22
0978,Curly Form,"Dragon, Water",475,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png,https://pokemondb.net/pokedex/tatsugiri,2024-02-24 15:05:22
0978,Droopy Form,"Dragon, Water",475,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy.png,https://pokemondb.net/pokedex/tatsugiri,2024-02-24 15:05:22
0978,Stretchy Form,"Dragon, Water",475,68,50,60,120,95,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy.png,https://pokemondb.net/pokedex/tatsugiri,2024-02-24 15:05:22
0979,Annihilape,"Fighting, Ghost",535,110,115,80,50,90,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png,https://pokemondb.net/pokedex/annihilape,2024-02-24 15:05:22
0980,Clodsire,"Poison, Ground",430,130,75,60,45,100,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png,https://pokemondb.net/pokedex/clodsire,2024-02-24 15:05:22
0981,Farigiraf,"Normal, Psychic",520,120,90,70,110,70,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png,https://pokemondb.net/pokedex/farigiraf,2024-02-24 15:05:22
0982,Two-Segment Form,Normal,520,125,100,80,85,75,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png,https://pokemondb.net/pokedex/dudunsparce,2024-02-24 15:05:22
0982,Three-Segment Form,Normal,520,125,100,80,85,75,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment.png,https://pokemondb.net/pokedex/dudunsparce,2024-02-24 15:05:22
0983,Kingambit,"Dark, Steel",550,100,135,120,60,85,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png,https://pokemondb.net/pokedex/kingambit,2024-02-24 15:05:22
0984,Great Tusk,"Ground, Fighting",570,115,131,131,53,53,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png,https://pokemondb.net/pokedex/great-tusk,2024-02-24 15:05:22
0985,Scream Tail,"Fairy, Psychic",570,115,65,99,65,115,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png,https://pokemondb.net/pokedex/scream-tail,2024-02-24 15:05:22
0986,Brute Bonnet,"Grass, Dark",570,111,127,99,79,99,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png,https://pokemondb.net/pokedex/brute-bonnet,2024-02-24 15:05:22
0987,Flutter Mane,"Ghost, Fairy",570,55,55,55,135,135,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png,https://pokemondb.net/pokedex/flutter-mane,2024-02-24 15:05:22
0988,Slither Wing,"Bug, Fighting",570,85,135,79,85,105,81,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png,https://pokemondb.net/pokedex/slither-wing,2024-02-24 15:05:22
0989,Sandy Shocks,"Electric, Ground",570,85,81,97,121,85,101,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png,https://pokemondb.net/pokedex/sandy-shocks,2024-02-24 15:05:22
0990,Iron Treads,"Ground, Steel",570,90,112,120,72,70,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png,https://pokemondb.net/pokedex/iron-treads,2024-02-24 15:05:22
0991,Iron Bundle,"Ice, Water",570,56,80,114,124,60,136,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png,https://pokemondb.net/pokedex/iron-bundle,2024-02-24 15:05:22
0992,Iron Hands,"Fighting, Electric",570,154,140,108,50,68,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png,https://pokemondb.net/pokedex/iron-hands,2024-02-24 15:05:22
0993,Iron Jugulis,"Dark, Flying",570,94,80,86,122,80,108,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png,https://pokemondb.net/pokedex/iron-jugulis,2024-02-24 15:05:22
0994,Iron Moth,"Fire, Poison",570,80,70,60,140,110,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png,https://pokemondb.net/pokedex/iron-moth,2024-02-24 15:05:22
0995,Iron Thorns,"Rock, Electric",570,100,134,110,70,84,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png,https://pokemondb.net/pokedex/iron-thorns,2024-02-24 15:05:22
0996,Frigibax,"Dragon, Ice",320,65,75,45,35,45,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png,https://pokemondb.net/pokedex/frigibax,2024-02-24 15:05:22
0997,Arctibax,"Dragon, Ice",423,90,95,66,45,65,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png,https://pokemondb.net/pokedex/arctibax,2024-02-24 15:05:22
0998,Baxcalibur,"Dragon, Ice",600,115,145,92,75,86,87,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png,https://pokemondb.net/pokedex/baxcalibur,2024-02-24 15:05:22
0999,Chest Form,Ghost,300,45,30,70,75,70,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png,https://pokemondb.net/pokedex/gimmighoul,2024-02-24 15:05:22
0999,Roaming Form,Ghost,300,45,30,25,75,45,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming.png,https://pokemondb.net/pokedex/gimmighoul,2024-02-24 15:05:22
1000,Gholdengo,"Steel, Ghost",550,87,60,95,133,91,84,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png,https://pokemondb.net/pokedex/gholdengo,2024-02-24 15:05:22
1001,Wo-Chien,"Dark, Grass",570,85,85,100,95,135,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png,https://pokemondb.net/pokedex/wo-chien,2024-02-24 15:05:22
